,sent_id,text,Source,Target,Polar_expression,Polarity,Target_matching
1305,498657:6,These are overpriced and you can get better just around the corner:,,,overpriced,Positive,False
1306,498657:7,(1) turnip cakes at the little kiosk on east side of Mott St. just south of bayard,,,,,False
1307,498657:8,(2) egg custards and pork buns at either bakery on west side of Mott street just south of Canal.,,,,,False
1308,503807:0,After passing by this restaurant for sometime I finally decided to go in and have dinner.,,,,,False
1309,503807:1,I was pleasantly suprised.,I,,pleasantly suprised.,Negative,False
1310,503807:2,The food was exceptional.,,The food,exceptional.,Positive,True
1311,503807:3,"The menu consisted of standard brassiere food, better then places like Balthazar etc.",,,,,False
1312,503807:4,"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",,,,,False
1313,503807:5,The service was friendly and the atmosphere was casual.,,the atmosphere,casual.,Positive,True
1314,503807:5,The service was friendly and the atmosphere was casual.,,The service,friendly,Positive,True
1315,503807:6,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,,The restaurant,a bit noisy,Negative,True
1316,503807:6,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,,meal,enjoy,Positive,True
1317,503807:6,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,,meal,great,Positive,True
1318,505535:0,this little place has a cute interior decor and affordable city prices.,,city prices.,affordable,Positive,False
1319,505535:1,"the pad se ew chicken was delicious, however the pad thai was far too oily.",,the pad thai,far too oily.,Negative,True
1320,505535:2,i would just ask for no oil next time.,,oil,no,Negative,False
1321,507755:0,"Have eaten at Ginger House several times, and it's always good.",,,,,False
1322,507755:1,The fried dumplings are GREAT!,,The fried dumplings,GREAT!,Positive,True
1323,507755:2,Finally a reliable Chinese restaurant!,,,Finally a reliable Chinese restaurant!,Positive,False
1324,507844:0,This place would be so much better served by being run by a group that actually understands customer service.,,,,,False
1325,507844:1,"The only thing you can do here is walk in and eat .. but planning an event, especially a small, intimate one, forget about it.",,,,,False
1326,507844:2,"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",,this,"place,",Negative,False
1327,507844:2,"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",,,not helpful,Negative,False
1328,507844:3,"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",,,,,False
1329,507844:4,"Terrible, terrible management - deserves to be shut-down.",,,,,False
1330,507937:0,Never fails to please.,,,Never fails to please.,Negative,False
1331,507937:1,"delicious bagels, especially when right out of the oven.",,,delicious,Positive,False
1332,507937:2,Spreads and toppings are great - though a bit pricey.,,,great,Positive,False
1333,507937:2,Spreads and toppings are great - though a bit pricey.,,Spreads,-,Positive,True
1334,507937:2,Spreads and toppings are great - though a bit pricey.,,toppings,-,Positive,True
1335,507937:2,Spreads and toppings are great - though a bit pricey.,,,bit pricey.,Positive,False
1336,507937:3,Service is fast and friendly.,,Service,friendly.,Positive,True
1337,507937:3,Service is fast and friendly.,,Service,fast,Positive,True
1338,507937:4,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",,,,,False
1339,507937:5,But that is highly forgivable.,,,forgivable.,Positive,False
1340,509227:0,"Been there, done that, and New York, it's not that big a deal.",,,,,False
1341,509227:1,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",,,decent,Positive,False
1342,509227:2,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.",,,,,False
1343,509227:3,"Rao is a good restaurant, but it's nothing special.",,,it's nothing special.,Positive,False
1344,511290:0,I've eaten at many different Indian restaurants.,,,,,False
1345,511290:1,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",,,,,False
1346,511290:2,You must try the shrimp appetizers.,,,,,False
1347,511290:3,Even my Indian friend couldn't believe how good and tasty everything was.,,,tasty,Positive,False
1348,511290:3,Even my Indian friend couldn't believe how good and tasty everything was.,,,good,Positive,False
1349,511290:4,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,,staff,excellent,Positive,True
1350,512294:0,"Great food, great prices, great service.",,service.,great,Positive,True
1351,512294:0,"Great food, great prices, great service.",,"food,",Great,Positive,True
1352,512294:1,"If you are looking for a good quality, cheap eats - this is the place.",,eats,good,Positive,True
1353,512294:1,"If you are looking for a good quality, cheap eats - this is the place.",,eats,cheap,Positive,True
1354,512925:0,it's a perfect place to have a amanzing indian food.,,place,perfect,Positive,False
1355,512925:1,I really loved the different and inovated touch that's the cheff gives to the food.,I,the different,really loved,Positive,False
1356,512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",,,confortable,Positive,False
1357,512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",,,romantic,Positive,False
1358,512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",,,great,Positive,False
1359,513395:0,"I love Ess-a-bagel, but I live on the west side, so I often go to Murray's for convenience.",,,,,False
1360,513395:1,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",,Their bagels,"fine,",Negative,True
1361,513395:1,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",,Their bagels,"a little overcooked,",Negative,True
1362,513395:1,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",,Their bagels,not really a 'special' bagel experience.,Negative,True
1363,513395:2,"Better than the bagel shop on the corner, but not worth going out of your way for, in my opinion.",,the bagel shop,not worth,Negative,False
1364,513395:3,Also a little more expensive than your average bagel place.,,,,,False
1365,513521:0,Great bagels made the old-fashioned way.,,bagels,Great,Positive,True
1366,513521:1,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,,The appetizing,-,Positive,False
1367,513521:1,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,,The appetizing,excellent,Positive,False
1368,513521:2,Drawbacks: service is slow and they don't toast!,,Drawbacks: service,slow,Negative,True
1369,513521:2,Drawbacks: service is slow and they don't toast!,,Drawbacks: service,they don't toast!,Negative,True
1370,519425:0,The food was absolutely amazing!!,,The food,absolutely amazing!!,Positive,True
1371,519425:1,The baked clams octopus we shared as appetizers were the best we've ever had!!,,,the,Positive,False
1372,519425:2,"The lamb was tender so full of flavor, the dessert was divine!!",,the dessert,divine!!,Negative,True
1373,519425:2,"The lamb was tender so full of flavor, the dessert was divine!!",,The lamb,"full of flavor,",Positive,True
1374,519425:3,The waiter was attentive.,,The waiter,attentive.,Positive,True
1375,519425:4,The place itself is beautiful the bar scene seems to be happening.,,,beautiful,Positive,False
1376,519425:4,The place itself is beautiful the bar scene seems to be happening.,,bar scene,seems to be happening.,Positive,True
1377,521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",,,,,False
1378,521916:1,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",,servings,Small,Negative,True
1379,521916:2,Dessert is a joke...dont bother,,,,,False
1380,527109:0,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",,,friendly.,Positive,False
1381,527109:1,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",,,famine.,Negative,False
1382,527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",,,,,False
1383,527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,,The wine list,extensive,Positive,True
1384,527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,,The wine list,easily,Positive,True
1385,527109:4,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",,,,,False
1386,528251:0,Fantastic place.,,place.,Fantastic,Positive,True
1387,528251:1,Cute and decorative.,,,decorative.,Positive,False
1388,528251:1,Cute and decorative.,,,Cute,Positive,False
1389,528251:2,A pleasant surprise.,,,,,False
1390,528251:3,Go there to relax and feel like your somewhere else.,,,,,False
1391,530517:0,Lucky Strike is a great casual place to just grab a bite to eat.,,place,great casual,Positive,False
1392,530517:0,Lucky Strike is a great casual place to just grab a bite to eat.,,place,grab a bite to eat.,Positive,False
1393,530517:1,"Yeah the crowd can take it a bit seriously, but it shouldn't.",,,"seriously,",Negative,False
1394,530517:2,"Great food, great decor, great service.",,"food,",Great,Positive,True
1395,530517:2,"Great food, great decor, great service.",,service.,great,Positive,True
1396,530517:3,I recommend it!,I,,it!,Positive,False
1397,530517:4,Just ignore the trendy wannabes.,,,,,False
1398,535086:0,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",,spot,perfect,Positive,True
1399,535086:1,(Always ask the bartender for the SEASONAL beer!!!,,,,,False
1400,535086:2,Guaranteed to be a tasty experience!),,,to be,Positive,False
1401,535086:3,Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,,spot,Excellent,Positive,True
1402,535086:4,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,I,,NEVER BEEN DISAPPOINTED!,Positive,False
1403,535086:5,All the people that I bring there go back on their own and bring THEIR friends!,I,,bring there go back,Positive,False
1404,535086:6,Go there once and oh yes...you will go back...you will...,,there once,Go,Positive,False
1405,535171:0,What a great place!,,,,,False
1406,535171:1,Not the typical NYC gimmick theme restaurant.,,gimmick theme restaurant.,Not the typical,Negative,True
1407,535171:2,"A cool bar with great food, and tons of excellent beer.",,"food,",great,Positive,True
1408,535171:2,"A cool bar with great food, and tons of excellent beer.",,tons,excellent,Positive,False
1409,535171:3,And even with it's Pub atmosphere they were great to my kids too!,,,,,False
1410,535171:4,Loved it!,,,,,False
1411,535248:0,"Out of the hundreds of Italian restaurants in Queens, this is among the best.",,,,,False
1412,535248:1,The shrimp scampi was excellent and the antipasti were plentiful.,,The shrimp scampi,excellent,Positive,True
1413,535248:1,The shrimp scampi was excellent and the antipasti were plentiful.,,the antipasti,plentiful.,Positive,True
1414,535248:2,It is expensive but well worth the money.,,the money.,well worth,Positive,False
1415,535248:2,It is expensive but well worth the money.,,It,expensive,Negative,False
1416,535248:3,"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",,,great,Positive,False
1417,536919:0,The only thing more wonderful than the food (which is exceptional) is the service.,,the service.,exceptional),Positive,True
1418,536919:0,The only thing more wonderful than the food (which is exceptional) is the service.,,,wonderful,Positive,False
1419,536919:1,The only thing the waiters don't do for you is wipe your chin when you leave.,,,,,False
1420,536919:2,Wonderful at holiday time.,,at holiday time.,Wonderful,Positive,False
1421,541532:0,Cozy romantic atomosphere with only around 15 tables at most.,,,,,False
1422,541532:1,Service was very prompt but slightly rushed.,,Service,very prompt,Negative,True
1423,541532:2,"Food was very good, but not what I would consider out of this world.",,Food,"very good,",Negative,True
1424,541532:3,Go here for a romantic dinner but not for an all out wow dining experience.,,,an all out wow dining experience.,Negative,False
1425,541532:3,Go here for a romantic dinner but not for an all out wow dining experience.,,here for a romantic dinner,Go,Positive,False
1426,553097:0,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,,myself,pleasantly surprised,Positive,False
1427,553097:1,Too bad the food wasn't of the same heritage.,,the food,wasn't of the same heritage.,Negative,True
1428,553097:1,Too bad the food wasn't of the same heritage.,,the food,Too bad,Negative,True
1429,553097:2,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",,The porcini mushroom pasta special,"tasteless,",Positive,True
1430,553097:3,A real dissapointment.,,,A real dissapointment.,Positive,False
1431,553097:4,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,,,,,False
1432,553097:5,They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,,,,,False
1433,553097:6,Priced at upper intermediate range.,,,,,False
1434,555734:0,I really liked this place.,I,this place.,liked,Positive,True
1435,555734:1,"Everything I had was good, and I'm a eater.",,,"good,",Positive,False
1436,555734:2,It was pretty inexpensive too.,,,,,False
1437,558423:0,This place has the best Chinese style BBQ ribs in the city.,,,best,Positive,False
1438,558423:1,I also recommend the rice dishes or the different varieties of congee (rice porridge).,I,the rice dishes,recommend,Positive,True
1439,558423:2,It's great to go for a quick lunch either alone or with a friend.,,,,,False
1440,558423:3,It's definately not a place to go if you want to impress someone.,,,,,False
1441,558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",,food,great,Positive,True
1442,558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",,price,great,Positive,False
1443,558423:5,Quick and friendly service.,,service.,Quick,Positive,True
1444,558423:5,Quick and friendly service.,,service.,friendly,Positive,True
1445,558423:6,This is one of the best comfort food places in the city.,,food places,of the,Positive,False
1446,558423:7,It's somewhere you can eat and be happy.,,,,,False
1447,561054:0,"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.",,,,,False
1448,561054:1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",,,,,False
1449,561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",,The food,"wonderful, tasty",Positive,True
1450,561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",,the service,professional,Positive,True
1451,561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",,The food,"filling,",Positive,True
1452,561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",,the service,friendly.,Positive,True
1453,561054:3,"I can't wait for summer, when they serve outside on their gigantic patio.",,,,,False
1454,561054:4,Ahhh...,,,,,False
1455,565344:0,I recently tried Suan and I thought that it was great.,,it,great.,Positive,False
1456,565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,,,exceeded,Positive,False
1457,565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,,,hot,Positive,False
1458,565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,,the food,very tasty,Positive,True
1459,565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,,The service,fast,Positive,True
1460,565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,,The service,friendly,Positive,True
1461,565344:3,I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,I,,will most likely stop in again,Positive,False
1462,571962:0,They all know you.,,,,,False
1463,571962:1,Good food.,,food.,Good,Positive,True
1464,571962:2,Good drink.,,drink.,Good,Positive,True
1465,571962:3,How do you rate home?,,,,,False
1466,578016:0,I have never had cheescake like this.,,,,,False
1467,578016:1,I thought I had died and gone to heaven.,,,,,False
1468,584025:0,"Great spot, whether looking for a couple of drinks or quiet dinner.",,"spot,",Great,Positive,True
1469,584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,,outdoor seating,in the warmer,Positive,True
1470,584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,,outdoor seating,terrific,Positive,True
1471,584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,,,Warm,Positive,False
1472,584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,,,friendly,Positive,False
1473,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,,selecion of wines,good,Positive,True
1474,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,,The food,great,Positive,True
1475,584025:3,Have been several times and it never dissapoints.,,,never dissapoints.,Positive,False
1476,608500:0,"After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.",,,great,Positive,False
1477,608500:1,We were less than impressed.,We,,less than impressed.,Positive,False
1478,608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",,,"great,",Positive,False
1479,608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",,service,could have been a lot better.,Negative,True
1480,608500:3,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",,,,,False
1481,608500:4,Probably would not go again...,,,Probably would not go again...,Negative,False
1482,610611:0,"i've been to sapphire twice and both times the food was fine, if not good.",,the food,if not good.,Negative,True
1483,610611:1,"stick with the chicken, beef, and lamb dishes.",,,,,False
1484,610611:2,i don't usually order wine with indian so i can't comment on their wine list or their wines.,,,,,False
1485,610611:3,instead ordered an ice cold beer which to me works with indian.,,,,,False
1486,610611:4,"service is friendly, and never had a problem walking in and getting a table.",,service,had,Positive,True
1487,610611:4,"service is friendly, and never had a problem walking in and getting a table.",,service,"friendly,",Positive,True
1488,610611:5,i would recommend reservations on weekends though.,i,reservations on weekends,recommend,Positive,False
1489,610611:6,skip dessert.,,,,,False
1490,611117:0,Best Reuben sandwich ever!,,sandwich,Best,Positive,True
1491,611117:1,A classic!,,,,,False
1492,611117:2,Don't miss Bloom's on your next trip to Manhatten.,,,,,False
1493,611117:3,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",,,,,False
1494,611117:4,Thanks Bloom's for a lovely trip.,,,,,False
1495,615180:0,"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.",,this one,definitely the worst.,Positive,False
1496,615180:1,"The food was not fresh, the sauces were bland and very oily.",,The food,"not fresh,",Negative,True
1497,615180:1,"The food was not fresh, the sauces were bland and very oily.",,The food,bland,Negative,True
1498,615180:1,"The food was not fresh, the sauces were bland and very oily.",,the sauces,bland,Negative,True
1499,615180:1,"The food was not fresh, the sauces were bland and very oily.",,the sauces,very oily.,Negative,True
1500,615180:2,It just wasn't Thai.,,,,,False
1501,620892:0,Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,,,,,False
1502,620892:1,Was surprisingly disappointed.,,,surprisingly disappointed.,Positive,False
1503,620892:2,Pizza was a little soggy.,,Pizza,a little soggy.,Negative,True
1504,620892:3,Ravioli was good...but I have to say that I found everything a bit overpriced.,,,,,False
1505,620892:4,Not enough wines by the glass either.,,,Not enough,Negative,False
1506,620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot.",,,,,False
1507,620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",,it,would be a bigger draw.,Negative,False
1508,620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",,Food,just average...if,Negative,True
1509,620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",,Food,lowered the prices,Negative,True
1510,624715:0,This place is a great bargain.,,This place,great bargain.,Positive,True
1511,624715:1,Authentic Pakistani food.,,,,,False
1512,624715:2,People are always friendly.,,People,always friendly.,Positive,True
1513,624715:3,Don't waste money on decor.,,money,Don't,Positive,False
1514,624715:4,"Just straight up cheap, good food.",,,,,False
1515,626269:0,Faan is sooo good.,,Faan,sooo good.,Positive,True
1516,626269:1,The best pad thai i've ever had.,,,best,Positive,False
1517,626269:2,The design and atmosphere is just as good.,,The design,just as good.,Negative,True
1518,626269:2,The design and atmosphere is just as good.,,atmosphere,just as good.,Negative,True
1519,626269:3,bottles of wine are cheap and good.,,bottles of wine,cheap,Positive,True
1520,626269:3,bottles of wine are cheap and good.,,bottles of wine,good.,Positive,True
1521,626269:4,What more could you want?,,,,,False
1522,630914:0,The food was actually aweful.,,The food,actually aweful.,Positive,True
1523,630914:1,I'm not picky - but it was actually gross.,,it,actually gross.,Negative,False
1524,630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",,,,,False
1525,630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.",,"atmosphere, the service",Nice,Positive,True
1526,630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.",,"atmosphere, the service",very pleasant,Positive,True
1527,630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.",,the desert,good.,Positive,True
1528,630914:4,Wouldn't recomend it for dinner!,,,,,False
1529,632121:0,This is the perfect date spot for Williamsburg couples.,,date spot,perfect,Positive,False
1530,632121:1,The jukebox plays everything from Italian Opera to The Strokes.,,,,,False
1531,632121:2,"The food is amazing, rich pastas and fresh doughy pizza.",,The food,"amazing, rich pastas",Positive,True
1532,632121:2,"The food is amazing, rich pastas and fresh doughy pizza.",,The food,fresh doughy pizza.,Positive,True
1533,632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",,service,fast.,Positive,True
1534,632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",,owner,super friendly,Positive,True
1535,632121:4,"If only they delivered, they'd make a mint!",,,,,False
1536,657129:0,go here for the drinks!,,here,go,Positive,False
1537,657129:1,esp. during happy hour!,,,,,False
1538,657129:2,enough said!,,,,,False
1539,657129:3,the drinks are amazing and half off till 8pm.,,the drinks,amazing,Positive,True
1540,657129:4,"Ask for Usha, the nicest bartender in manhattan.",,bartender,the nicest,Positive,False
1541,657129:5,My fav was the sassy lassi...,,,,,False
1542,680345:0,This is an amazing place to try some roti rolls.,,place,amazing,Positive,False
1543,680345:1,I really recommend the very simple Unda (Egg) rolls.,I,,very simple,Positive,False
1544,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.",,,,,False
1545,680345:3,Amazing!,,,,,False
1546,680390:0,"Toons has recently been redone, so it's now a very attractive space.",,Toons,"redone,",Positive,True
1547,680390:1,The food's as good as ever.,,food's,good,Positive,True
1548,680390:2,"In an area sadly lacking in decent Thai food, this is one of the best spots.",,,,,False
1549,682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",,"service,",nice,Positive,True
1550,682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",,"service,",good,Positive,True
1551,682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",,the food,surprisingly excellent.,Positive,True
1552,682250:1,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",,,,,False
1553,682250:2,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",,,offers,Positive,False
1554,682250:3,Can't wait to go back.,,,wait to go back.,Positive,False
1555,682391:0,Best drumsticks over rice and sour spicy soup in town!,,drumsticks,Best,Positive,True
1556,682391:1,Beef noodle soup is good as well.,,Beef noodle soup,good,Positive,True
1557,682391:2,The service is good and the resturant is clean.,,the resturant,clean.,Positive,True
1558,682391:2,The service is good and the resturant is clean.,,The service,good,Positive,True
1559,682391:3,Best Taiwanese food in NY!,,food,Best,Positive,True
1560,682391:3,Best Taiwanese food in NY!,,food,Taiwanese,Positive,True
1561,707917:0,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,,,,,False
1562,707917:1,"For those that go once and don't enjoy it, all I can say is that they just don't get it.",,,,,False
1563,707917:2,Rao's has the best service and atmosphere in NYC.,,service,best,Positive,True
1564,707917:2,Rao's has the best service and atmosphere in NYC.,,atmosphere,best,Positive,True
1565,707917:3,Good luck getting a table.,,,Good,Positive,False
1566,709294:0,My roommate and I LOVE this place.,,,,,False
1567,709294:1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",,,perfect,Positive,False
1568,709294:2,Indoor was very cozy and cute.,,Indoor,very cozy,Positive,True
1569,709294:2,Indoor was very cozy and cute.,,Indoor,cute.,Positive,True
1570,709294:3,"The portion sizes here are huge, and the sushi is good.",,The portion sizes,"huge,",Negative,True
1571,709294:3,"The portion sizes here are huge, and the sushi is good.",,the sushi,good.,Positive,True
1572,709294:4,"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.",,,will,Positive,False
1573,709294:5,Staff is very accomodating.,,Staff,very accomodating.,Positive,True
1574,713152:0,"Excellent dumplings served amid clean, chic decor.",,dumplings,Excellent,Positive,True
1575,713152:0,"Excellent dumplings served amid clean, chic decor.",,dumplings,Excellent,Positive,True
1576,713152:1,"I got the $10 10-piece dim sum combo, every bite of which was great.",,,,,False
1577,713152:2,But $1 for each small piece???,,,each small piece???,Negative,False
1578,713152:3,Not worth it.,,,Not worth,Negative,False
1579,713152:4,I won't go back unless someone else is footing the bill.,I,unless,won't go back,Positive,False
1580,717570:0,I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,,it,highly recommended,Positive,False
1581,717570:1,The decor is very simple but comfortable.,,The decor,very simple,Positive,True
1582,717570:1,The decor is very simple but comfortable.,,The decor,comfortable.,Positive,True
1583,717570:2,The food was delicious but do not come here on a empty stomach.,,The food,delicious,Positive,True
1584,717570:2,The food was delicious but do not come here on a empty stomach.,,The food,do not come,Negative,True
1585,717570:3,The portions are small but being that the food was so good makes up for that.,,the food,good makes up,Positive,True
1586,717570:3,The portions are small but being that the food was so good makes up for that.,,The portions,small,Negative,True
1587,717570:4,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,,,,,False
1588,717570:5,The staff there is very attentive and down to earth.,,The staff,very attentive,Positive,True
1589,717570:5,The staff there is very attentive and down to earth.,,The staff,down to earth.,Positive,True
1590,717570:6,I loved it and would go again.,,it,loved,Positive,False
1591,717570:6,I loved it and would go again.,I,it,would go again.,Negative,False
1592,720418:0,Great Indian food and the service is incredible.,,food,Great,Positive,True
1593,720418:0,Great Indian food and the service is incredible.,,the service,incredible.,Positive,True
1594,720418:0,Great Indian food and the service is incredible.,,food,Indian,Positive,True
1595,720418:1,The owner truly caters to all your needs.,,,,,False
1596,720418:2,"When family came in he gave them apps to test their palets, and then ordered for them.",,,,,False
1597,720418:3,Everyone was more then happy with his choices.,,,,,False
1598,720418:4,Great food and the prices are very reasonable.,,the prices,very reasonable.,Positive,False
1599,720418:4,Great food and the prices are very reasonable.,,food,Great,Positive,True
1600,720620:0,"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.",,,not mean Big,Negative,False
1601,720620:0,"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.",,place,Great Prosperity.,Positive,False
1602,720620:1,The food here does a great service to the name (Cantonese that is...).,,,great,Positive,False
1603,720620:2,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,I,the egg noodles,love,Positive,True
1604,720620:3,This dish is my favorite and I always get it when I go there and never get tired of it.,,This dish,favorite,Positive,True
1605,720620:4,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",,,fried,Positive,False
1606,720620:4,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",,,delicious,Positive,False
1607,720620:4,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",,,sweet,Positive,False
1608,720620:5,Simply some good tasting Chinese food at incredible prices...,,tasting Chinese food,good,Positive,True
1609,720620:6,Service is not what you are coming here for...,,Service,not what you are coming here for...,Negative,True
1610,720620:7,Just make sure my ice water is kept full and my tea kettle filled with piping hot tea and that's all the service I need...,,,,,False
1611,720620:8,Big Wong is a great place to eat and fill your stomach.,,place,great,Positive,False
1612,720620:8,Big Wong is a great place to eat and fill your stomach.,,place to eat,great,Positive,False
1613,735448:0,this place... we stumbled upon it on labor day weekend.,,,,,False
1614,735448:1,"whoever the jazz duo was, they were on POINT.",,they,on POINT.,Negative,False
1615,735448:2,"good music, great food, speedy service affordable prices.",,"music,",good,Positive,True
1616,735448:2,"good music, great food, speedy service affordable prices.",,,speedy,Positive,False
1617,735448:2,"good music, great food, speedy service affordable prices.",,service,great,Positive,True
1618,735448:3,even the wine by the glass was good.,,the glass,good.,Positive,True
1619,735448:4,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",,the trip,definitely worth,Positive,False
1620,737999:0,Consistently good Japanese Tapas.,,Japanese Tapas.,good,Positive,True
1621,737999:1,"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",,,,,False
1622,737999:2,Always good drinks and service is pretty good;,,service,pretty good;,Positive,True
1623,737999:2,Always good drinks and service is pretty good;,,drinks,good,Positive,True
