sent_id,text,Source,Target,Polar_expression,Polarity,Target_matching,Type
1726427:0,The service was excellent and the food was delicious.,,the food,delicious.,Positive,TRUE,train
1726473:4,"The food arrived 20 minutes after I called, cold and soggy.",,The food,soggy.,Positive,TRUE,train
1728733:4,The food looked very appetizing and delicious since it came on a variety of fancy plates.,,The food,very appetizing,Positive,TRUE,train
1728733:4,The food looked very appetizing and delicious since it came on a variety of fancy plates.,,The food,delicious,Positive,TRUE,train
1730127:1,"The food is outstanding and the service is quick, friendly and very professional.",,The food,outstanding,Positive,TRUE,train
1748839:0,The food was mediocre at best but it was the horrible service that made me vow never to go back.,,The food,at best,Positive,TRUE,train
404464:0,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",,the food,quite match up.,Positive,TRUE,train
426805:0,"The view is spectacular, and the food is great.",,the food,great.,Positive,TRUE,train
444818:1,"The atmosphere is unheralded, the service impecible, and the food magnificant.",,the food,magnificant.,Positive,TRUE,train
445960:3,"The food is good, especially their more basic dishes, and the drinks are delicious.",,The food,"good,",Positive,TRUE,train
483111:1,The food is reliable and the price is moderate.,,The food,reliable,Positive,TRUE,train
496132:3,The food is excellent!,,The food,excellent!,Positive,TRUE,train
503807:2,The food was exceptional.,,The food,exceptional.,Positive,TRUE,train
519425:0,The food was absolutely amazing!!,,The food,absolutely amazing!!,Positive,TRUE,train
553097:1,Too bad the food wasn't of the same heritage.,,the food,wasn't of the same heritage.,Negative,TRUE,train
553097:1,Too bad the food wasn't of the same heritage.,,the food,Too bad,Negative,TRUE,train
561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",,The food,"wonderful, tasty",Positive,TRUE,train
561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",,The food,"filling,",Positive,TRUE,train
565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,,the food,very tasty,Positive,TRUE,train
584025:2,The food is great and they have a good selecion of wines at reasonable prices.,,The food,great,Positive,TRUE,train
610611:0,"i've been to sapphire twice and both times the food was fine, if not good.",,the food,if not good.,Negative,TRUE,train
615180:1,"The food was not fresh, the sauces were bland and very oily.",,The food,"not fresh,",Negative,TRUE,train
615180:1,"The food was not fresh, the sauces were bland and very oily.",,The food,bland,Negative,TRUE,train
630914:0,The food was actually aweful.,,The food,actually aweful.,Positive,TRUE,train
632121:2,"The food is amazing, rich pastas and fresh doughy pizza.",,The food,"amazing, rich pastas",Positive,TRUE,train
632121:2,"The food is amazing, rich pastas and fresh doughy pizza.",,The food,fresh doughy pizza.,Positive,TRUE,train
682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",,the food,surprisingly excellent.,Positive,TRUE,train
717570:2,The food was delicious but do not come here on a empty stomach.,,The food,delicious,Positive,TRUE,train
717570:2,The food was delicious but do not come here on a empty stomach.,,The food,do not come,Negative,TRUE,train
717570:3,The portions are small but being that the food was so good makes up for that.,,the food,good makes up,Positive,TRUE,train
751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,,the food,side.,Positive,TRUE,train
751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,,the food,overated,Positive,TRUE,train
754495:2,The food is okay and the prices here are mediocre.,,The food,okay,Positive,TRUE,train
759781:4,"The vibe is very relaxed and cozy, service was great and the food was excellent!",,the food,excellent!,Positive,TRUE,train
872763:1,The food is great.,,The food,great.,Positive,TRUE,train
BFC#4:1,The food here was mediocre at best.,,The food,at best.,Positive,TRUE,train
P#1:1,"Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.",,the food,not fresh,Negative,TRUE,train
P#1:1,"Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.",,the food,not,Negative,TRUE,train
RL#9:1,the food is always fresh ...,,the food,always fresh,Positive,TRUE,train
TFS#8:1,"The food was excellent as well as service, however, I left The Four Seasons very dissappointed.",,The food,excellent,Positive,TRUE,train
TM#3:3,"The food was good, the place was clean and affordable.",,The food,clean,Positive,TRUE,train
TM#3:3,"The food was good, the place was clean and affordable.",,The food,"good,",Positive,TRUE,train
TR#1:0,"This is one of my favorite spot, very relaxing the food is great all the times , celebrated my engagement and my wedding here , it was very well organized .",,the food,great,Positive,TRUE,train
BG#6:1,Decor needs to be upgraded but the food is amazing!,,the food,amazing!,Negative,TRUE,train
Z#11:5,The food is all shared so we get to order together and eat together.,,The food,all shared,Positive,TRUE,train
Z#9:3,The food was ok and fair nothing to go crazy.,,The food,ok,Positive,TRUE,train
Z#9:3,The food was ok and fair nothing to go crazy.,,The food,fair nothing to go crazy.,Positive,TRUE,train
BzG#2:1,"The food is flavorful, plentiful and reasonably priced.",,The food,"flavorful, plentiful",Positive,TRUE,train
BzG#2:1,"The food is flavorful, plentiful and reasonably priced.",,The food,reasonably priced.,Positive,TRUE,train
TM#4:3,"My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily.",,the food,somewhat over the top spicy,Negative,TRUE,train
TFS#11:1,"I attended a holiday dinner at the restaurant, and the food was majorly disappointing.",,the food,majorly disappointing.,Positive,TRUE,train
TFS#5:25,"All in all, the food was great (except for the dessserts).",,the food,great (except,Positive,TRUE,train
BFC#9:21,"All in all the food was good - a little on the expensive side, but fresh.",,the food,"a little on the expensive side,",Positive,TRUE,train
TR#5:2,The food tasted very good.,,The food,very good.,Positive,TRUE,train
TR#5:6,"Price is high but the food is good, so I would come back again.",,the food,"good,",Positive,TRUE,train
TR#5:6,"Price is high but the food is good, so I would come back again.",I,the food,would come back again.,Positive,TRUE,train
Z#7:3,This place is not inviting and the food is totally weird.,,the food,totally weird.,Negative,TRUE,train
Z#7:5,"The food they serve is not comforting, not appetizing and uncooked.",,The food,uncooked.,Negative,TRUE,train
Z#7:5,"The food they serve is not comforting, not appetizing and uncooked.",,The food,not appetizing,Negative,TRUE,train
Z#10:2,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",,The food,"tasty,",Positive,TRUE,train
Z#10:2,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",,The food,great,Positive,TRUE,train
ADLT#6:2,"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",,The food,"fine,",Positive,TRUE,train
TFS#2:1,The food is great and the environment is even better.,,The food,great,Positive,TRUE,train
ADLT#11:1,"The food is very good, but not outstanding.",,The food,"very good,",Negative,TRUE,train
ADLT#11:1,"The food is very good, but not outstanding.",,The food,not outstanding.,Negative,TRUE,train
FF#10:2,The food is good.,,The food,good.,Positive,TRUE,train
494850:3,The food now is inconsistent.,,The food now,inconsistent.,Positive,TRUE,train
1269216:2,The food options rule.,,The food options,rule.,Positive,TRUE,train
FF#4:8,"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",,the food quality,"pretty good,",Negative,TRUE,train
1398844:7,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",,"the food,","above average,",Negative,TRUE,train
BzG#4:2,"What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.",,"the food,",aggressively seasoned,Negative,TRUE,train
1471273:2,Not impressed with the food.,,the food.,Not impressed,Negative,TRUE,train
TFS#2:0,The Four Seasons restaurant is a great experience.,,The Four Seasons restaurant,great experience.,Positive,TRUE,train
1719567:1,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",,the french fries,the best,Positive,TRUE,train
507755:1,The fried dumplings are GREAT!,,The fried dumplings,GREAT!,Positive,TRUE,train
735448:3,even the wine by the glass was good.,,the glass,good.,Positive,TRUE,train
1380450:1,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,,The hanger steak,like rubber,Negative,TRUE,train
1131595:2,The hostess is rude to the point of being offensive.,,The hostess,rude to the point of being offensive.,Positive,TRUE,train
1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,,The hostess,incredibly rude,Positive,TRUE,train
CLF#3:12,The hostess was very pleasant.,,The hostess,very pleasant.,Positive,TRUE,train
FF#6:5,The hostess was rude and I got a distinct feeling that they did not want to serve us.,,The hostess,rude,Negative,TRUE,train
BHD#6:1,the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.,,the hot dogs,tender inside,Negative,TRUE,train
BHD#6:1,the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.,,the hot dogs,juicy,Negative,TRUE,train
BHD#6:1,the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.,,the hot dogs,had plenty of crunch,Negative,TRUE,train
BHD#1:0,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",,The hot dogs,"good, yes,",Positive,TRUE,train
BHD#4:3,"The hot dogs are top notch, and they're Slamwich is amazing!",,The hot dogs,"top notch,",Positive,TRUE,train
1189674:4,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",,the house champagne,a great value.,Positive,TRUE,train
519425:2,"The lamb was tender so full of flavor, the dessert was divine!!",,The lamb,"full of flavor,",Positive,TRUE,train
1090587:3,The lava cake dessert was incredible and I recommend it.,,The lava cake dessert,incredible,Positive,TRUE,train
1632445:2,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,,The lobster sandwich,good,Positive,TRUE,train
1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,,The lobster sandwich,$24.00,Positive,TRUE,train
1496205:1,The location and ambience is Ok but the food is what makes up for it.,,The location,Ok,Positive,TRUE,train
475298:3,The location is perfect.,,The location,perfect.,Positive,TRUE,train
1470334:4,The lox is always fresh too.,,The lox,always fresh too.,Positive,TRUE,train
BG#8:3,The lunch buffet is expensive but is deff worth it.,,The lunch buffet,deff worth,Negative,TRUE,train
BG#8:3,The lunch buffet is expensive but is deff worth it.,,The lunch buffet,expensive,Negative,TRUE,train
TR#5:4,The main entree was also very good.,,The main entree,very good.,Positive,TRUE,train
1212346:1,"Took my mom for Mother's Day, and the maitre d' was pretty rude.",,the maitre d',pretty rude.,Positive,TRUE,train
ADLT#6:2,"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",,the maitre-D,arrogant.,Positive,TRUE,train
ADLT#6:2,"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",,the maitre-D,incredibly unwelcoming,Positive,TRUE,train
757762:1,The only problem is that the manager is a complete incompetent.,,the manager,a complete incompetent.,Negative,TRUE,train
CLF#8:6,The manager was rude and handled the situation extremely poorly.,,The manager,rude,Positive,TRUE,train
P#7:3,"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",,the margaritas,anything to write home about.,Negative,TRUE,train
TVU#6:3,The martinis are amazing and very fairly priced.,,The martinis,very fairly priced.,Positive,TRUE,train
TVU#6:3,The martinis are amazing and very fairly priced.,,The martinis,amazing,Positive,TRUE,train
ADLT#9:6,The farro salad and the mashed yukon potatoes were also extremely tasty.,,the mashed yukon potatoes,extremely tasty.,Positive,TRUE,train
TR#2:7,"oh speaking of bathroom , the mens bathroom was disgusting.",,the mens bathroom,disgusting.,Negative,TRUE,train
1448587:1,The menu is very limited - i think we counted 4 or 5 entrees.,,The menu,very limited,Positive,TRUE,train
1632445:1,The menu is limited but almost all of the dishes are excellent.,,The menu,limited,Positive,TRUE,train
NP#4:2,"The menu looked great, and the waiter was very nice, but when the food came, it was average.",,The menu,"great,",Positive,TRUE,train
BFC#9:5,The menu is fairly simple without much descriptions.,,The menu,fairly simple without much descriptions.,Positive,TRUE,train
Y#3:3,"Excellent sashimi, and the millennium roll is beyond delicious.",,the millennium roll,beyond delicious.,Positive,TRUE,train
PP#4:6,The veal and the mushrooms were cooked perfectly.,,the mushrooms,cooked perfectly.,Positive,TRUE,train
1706644:4,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",,the music,hear well there.,Positive,TRUE,train
955711:3,The mussels were fantastic and so was the dessert...definitely going to be back very soon.,,The mussels,fantastic,Positive,TRUE,train
DBG#7:6,The nakgi-bokum was horrible.,,The nakgi-bokum,horrible.,Positive,TRUE,train
P#9:3,The omlette for brunch is great...,,The omlette for brunch,great...,Positive,TRUE,train
1189674:3,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",,the open kitchen,part of the charm.,Positive,TRUE,train
1308557:1,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",,the other rolls,had no flavor.,Negative,TRUE,train
505535:1,"the pad se ew chicken was delicious, however the pad thai was far too oily.",,the pad thai,far too oily.,Negative,TRUE,train
875139:6,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",,The pasta penne,"pretty extra buttery, creamy",Negative,TRUE,train
1357554:3,"Service was slow, but the people were friendly.",,the people,friendly.,Positive,TRUE,train
1718513:1,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",,The pesto pizza,"excellent, thin-crust pizza",Positive,TRUE,train
1118167:2,The pizza was delivered cold and the cheese wasn't even fully melted!,,The pizza,delivered cold,Negative,TRUE,train
1119578:1,The pizza is overpriced and soggy.,,The pizza,soggy.,Positive,TRUE,train
1119578:1,The pizza is overpriced and soggy.,,The pizza,overpriced,Positive,TRUE,train
1145510:1,The pizza is yummy and I like the atmoshpere.,I,The pizza,like the atmoshpere.,Positive,TRUE,train
1145510:1,The pizza is yummy and I like the atmoshpere.,,The pizza,yummy,Positive,TRUE,train
1145510:2,But the pizza is way to expensive.,,the pizza,way to expensive.,Positive,TRUE,train
1253117:1,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",,The pizza,delicious,Positive,TRUE,train
1460715:2,The pizza was great.,,The pizza,great.,Positive,TRUE,train
461928:1,The pizza is delicious and the proprietor is one of the nicest in NYC.,,The pizza,delicious,Positive,TRUE,train
875139:1,The pizza was pretty good and huge.,,The pizza,pretty good,Positive,TRUE,train
875139:1,The pizza was pretty good and huge.,,The pizza,huge.,Positive,TRUE,train
PP#9:1,I think the pizza is so overrated and was under cooked.,,the pizza,overrated,Negative,TRUE,train
PP#9:1,I think the pizza is so overrated and was under cooked.,,the pizza,under cooked.,Negative,TRUE,train
1154550:1,The place is small and cramped but the food is fantastic.,,The place,cramped,Positive,TRUE,train
1154550:1,The place is small and cramped but the food is fantastic.,,The place,small,Negative,TRUE,train
1347423:1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",,the place,lovely.,Positive,TRUE,train
1413697:2,The place is so cool and the service is prompt and curtious.,,The place,cool,Positive,TRUE,train
1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",,The place,"feel a little crowded,",Negative,TRUE,train
1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",,The place,intimate,Positive,TRUE,train
1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",,The place,small,Negative,TRUE,train
1457607:0,The place is a lot of fun.,,The place,a lot of fun.,Negative,TRUE,train
1707201:2,The place was nice and calm.,,The place,calm.,Positive,TRUE,train
1707201:2,The place was nice and calm.,,The place,nice,Positive,TRUE,train
485966:1,The place was quiet and delightful.,,The place,quiet,Positive,TRUE,train
Y#2:1,"The place is a bit hidden away, but once you get there, it's all worth it.",,The place,"a bit hidden away,",Negative,TRUE,train
TM#6:3,"Be prepared to wait, because the place is pretty tiny.",,the place,pretty tiny.,Negative,TRUE,train
TFS#5:8,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",,the place,classy,Positive,TRUE,train
TFS#5:8,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",,the place,"beautiful,",Positive,TRUE,train
CLF#3:11,The place is beautiful!,,The place,beautiful!,Positive,TRUE,train
1655521:2,"The food was very good, a great deal, and the place its self was great.",,the place its self,great.,Positive,TRUE,train
553097:2,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",,The porcini mushroom pasta special,"tasteless,",Positive,TRUE,train
1719567:1,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",,the portion,fine,Positive,TRUE,train
709294:3,"The portion sizes here are huge, and the sushi is good.",,The portion sizes,"huge,",Negative,TRUE,train
1432551:1,The portions are large and the servers always surprise us with a different starter.,,The portions,large,Positive,TRUE,train
717570:3,The portions are small but being that the food was so good makes up for that.,,The portions,small,Negative,TRUE,train
1084394:3,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,,The Prix Fixe menu,worth,Positive,TRUE,train
461928:1,The pizza is delicious and the proprietor is one of the nicest in NYC.,,the proprietor,one of the nicest,Positive,TRUE,train
1189674:3,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",,the restaurant,"warm,",Negative,TRUE,train
1287538:2,The restaurant is cute but not upscale.,,The restaurant,cute,Negative,TRUE,train
1287538:2,The restaurant is cute but not upscale.,,The restaurant,not upscale.,Negative,TRUE,train
1609375:2,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",,the restaurant,a must!,Negative,TRUE,train
1632929:6,I highly recommend the restaurant based on our experience last night.,I,the restaurant,recommend,Positive,TRUE,train
503807:6,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,,The restaurant,a bit noisy,Negative,TRUE,train
PP#4:4,I thought the restaurant was nice and clean.,,the restaurant,clean.,Positive,TRUE,train
PP#4:4,I thought the restaurant was nice and clean.,,the restaurant,nice,Positive,TRUE,train
Z#9:6,So what you really end up paying for is the restaurant not the food.,,the restaurant,not the food.,Positive,TRUE,train
TFS#5:21,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",,the restaurant,too expensive,Negative,TRUE,train
682391:2,The service is good and the resturant is clean.,,the resturant,clean.,Positive,TRUE,train
1577714:2,The fish was not fresh and the rice tasted old and stale.,,the rice,stale.,Negative,TRUE,train
1577714:2,The fish was not fresh and the rice tasted old and stale.,,the rice,old,Negative,TRUE,train
470488:3,The rice was poor quality and was cooked so badly it was hard.,,The rice,cooked,Negative,TRUE,train
470488:3,The rice was poor quality and was cooked so badly it was hard.,,The rice,poor quality,Negative,TRUE,train
558423:1,I also recommend the rice dishes or the different varieties of congee (rice porridge).,I,the rice dishes,recommend,Positive,TRUE,train
1053543:3,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",,the rock shrimp tempura,great,Positive,TRUE,train
Y#7:2,The sashimi is always fresh and the rolls are innovative and delicious.,,the rolls,delicious.,Positive,TRUE,train
Y#7:2,The sashimi is always fresh and the rolls are innovative and delicious.,,the rolls,innovative,Positive,TRUE,train
Y#6:4,The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food.,,The rolls,creative,Positive,TRUE,train
1275154:6,The sake menu should not be overlooked!,,The sake menu,should not be overlooked!,Negative,TRUE,train
1328078:3,"the salads are delicious, both refreshing and very spicy.",,the salads,"delicious, both refreshing",Positive,TRUE,train
1328078:3,"the salads are delicious, both refreshing and very spicy.",,the salads,very spicy.,Positive,TRUE,train
436868:2,"The sandwiches are dry, tasteless and way overpriced.",,The sandwiches,way overpriced.,Positive,TRUE,train
436868:2,"The sandwiches are dry, tasteless and way overpriced.",,The sandwiches,"dry, tasteless",Positive,TRUE,train
1353599:3,The sangria was pretty tasty and good on a hot muggy day.,,The sangria,good,Positive,TRUE,train
1353599:3,The sangria was pretty tasty and good on a hot muggy day.,,The sangria,pretty tasty,Positive,TRUE,train
Y#7:2,The sashimi is always fresh and the rolls are innovative and delicious.,,The sashimi,always fresh,Positive,TRUE,train
1719567:2,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,,the sauce,wonderful.,Positive,TRUE,train
EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",,the sauce,good,Positive,TRUE,train
615180:1,"The food was not fresh, the sauces were bland and very oily.",,the sauces,bland,Negative,TRUE,train
615180:1,"The food was not fresh, the sauces were bland and very oily.",,the sauces,very oily.,Negative,TRUE,train
1303984:3,The scallion pancakes and fried dumplings were nothing out of the ordinary.,,The scallion pancakes,nothing out of the ordinary.,Positive,TRUE,train
430342:2,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,I,the scallops,really like both,Negative,TRUE,train
Y#4:3,The Seafood Dynamite is also otherworldly.,,The Seafood Dynamite,otherworldly.,Positive,TRUE,train
1289424:3,The server was really cool and served us our food and drinks with a smile.,,The server,really cool,Positive,TRUE,train
1432551:1,The portions are large and the servers always surprise us with a different starter.,,the servers,with a different starter.,Positive,TRUE,train
1432551:1,The portions are large and the servers always surprise us with a different starter.,,the servers,surprise,Positive,TRUE,train
1053543:4,We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,,the service,great!,Positive,TRUE,train
1074868:4,The food was well prepared and the service impecable.,,the service,impecable.,Positive,TRUE,train
1126886:2,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",,The service,"great,",Positive,TRUE,train
1189674:1,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",,the service,prompt,Positive,TRUE,train
1189674:1,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",,the service,"helpful,",Positive,TRUE,train
1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",,the service,professional wan warm.,Positive,TRUE,train
1308557:0,The service was the only thing good about this restaurant.,,The service,restaurant.,Negative,TRUE,train
1308557:0,The service was the only thing good about this restaurant.,,The service,only,Negative,TRUE,train
1310217:2,The price is reasonable although the service is poor.,,the service,poor.,Positive,TRUE,train
1413697:2,The place is so cool and the service is prompt and curtious.,,the service,curtious.,Positive,TRUE,train
1413697:2,The place is so cool and the service is prompt and curtious.,,the service,prompt,Positive,TRUE,train
1417496:3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",,The service,unobtrusive,Positive,TRUE,train
1417496:3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",,The service,impeccable,Positive,TRUE,train
1439875:1,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",,the service,excellent,Positive,TRUE,train
1538149:3,The service was excellent - friendly and attentive.,,The service,friendly,Positive,TRUE,train
1538149:3,The service was excellent - friendly and attentive.,,The service,excellent,Positive,TRUE,train
1538149:3,The service was excellent - friendly and attentive.,,The service,attentive.,Positive,TRUE,train
1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",,the service,you feel like you should be paying,Negative,TRUE,train
1606837:2,The service was attentive.,,The service,attentive.,Positive,TRUE,train
1632445:3,The service is good and ambience is good for a date or group outing.,,The service,good,Positive,TRUE,train
1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",,the service,top-notch.,Positive,TRUE,train
1707201:3,but the service was a bit slow.,,the service,a bit slow.,Negative,TRUE,train
1726427:0,The service was excellent and the food was delicious.,,The service,excellent,Positive,TRUE,train
1730127:1,"The food is outstanding and the service is quick, friendly and very professional.",,the service,very professional.,Positive,TRUE,train
1730127:1,"The food is outstanding and the service is quick, friendly and very professional.",,the service,"quick, friendly",Positive,TRUE,train
378848:3,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",,the service,great.,Positive,TRUE,train
397331:3,"Not only is the cuisine the best around, the service has always been attentive and charming.",,the service,charming.,Positive,TRUE,train
397331:3,"Not only is the cuisine the best around, the service has always been attentive and charming.",,the service,attentive,Positive,TRUE,train
454704:1,The service is awful.,,The service,awful.,Positive,TRUE,train
485767:1,"The service was attentive, yet discreet.",,The service,"attentive, yet discreet.",Positive,TRUE,train
503807:5,The service was friendly and the atmosphere was casual.,,The service,friendly,Positive,TRUE,train
561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",,the service,professional,Positive,TRUE,train
561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",,the service,friendly.,Positive,TRUE,train
565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,,The service,fast,Positive,TRUE,train
565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,,The service,friendly,Positive,TRUE,train
682391:2,The service is good and the resturant is clean.,,The service,good,Positive,TRUE,train
720418:0,Great Indian food and the service is incredible.,,the service,incredible.,Positive,TRUE,train
773720:2,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,,the service,good,Positive,TRUE,train
PP#4:2,The service was quick and friendly.,,The service,quick,Positive,TRUE,train
PP#4:2,The service was quick and friendly.,,The service,friendly.,Positive,TRUE,train
Y#6:2,"An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.",,the service,unassuming.,Positive,TRUE,train
Y#6:2,"An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.",,the service,"pleasant, effective",Positive,TRUE,train
Z#9:2,The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.,,The service,extremely fast,Negative,TRUE,train
FF#10:4,But the service is HORRID!,,the service,HORRID!,Positive,TRUE,train
536919:0,The only thing more wonderful than the food (which is exceptional) is the service.,,the service.,exceptional),Positive,TRUE,train
496132:1,The setting is casual and romantic.,,The setting,romantic.,Positive,TRUE,train
496132:1,The setting is casual and romantic.,,The setting,casual,Positive,TRUE,train
535248:1,The shrimp scampi was excellent and the antipasti were plentiful.,,The shrimp scampi,excellent,Positive,TRUE,train
DBG#7:9,"The side dishes were passable, and I did get a refill upon request.",,The side dishes,"passable,",Negative,TRUE,train
DBG#7:9,"The side dishes were passable, and I did get a refill upon request.",I,The side dishes,get a refill upon request.,Negative,TRUE,train
Z#10:2,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",,the sitting space,don't like being cramp,Negative,TRUE,train
1086478:1,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",,"the somosas,",kinda dissapointing.,Negative,TRUE,train
1748813:2,I highly recommend the Sophia pizza.,I,the Sophia pizza.,recommend,Positive,TRUE,train
470488:1,The soup for the udon was soy sauce and water.,,The soup,soy sauce,Negative,TRUE,train
1632445:2,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,,the spaghetti with Scallops,great.,Positive,TRUE,train
1053543:3,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",,The spicy tuna roll,unusually good,Positive,TRUE,train
1338124:2,The spicy Tuna roll is huge and probably the best that I've had at this price range.,,The spicy Tuna roll,best,Positive,TRUE,train
1338124:2,The spicy Tuna roll is huge and probably the best that I've had at this price range.,,The spicy Tuna roll,huge,Positive,TRUE,train
P#9:4,"the spinach is fresh, definately not frozen...",,the spinach,"fresh, definately not frozen...",Negative,TRUE,train
FF#3:11,"So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it.",,the spinach,undercooked,Negative,TRUE,train
1225162:3,The staff is incredibly helpful and attentive.,,The staff,incredibly helpful,Positive,TRUE,train
1225162:3,The staff is incredibly helpful and attentive.,,The staff,attentive.,Positive,TRUE,train
1269216:1,The staff is no nonsense.,,The staff,no nonsense.,Negative,TRUE,train
